test_case,id,source,language,text,task1,task2
EXIST2021,5421,twitter,es,"yo no soy femina , incluso he defendido muchas veces el ataque a los hombres sin motivo alguno , todos tenemos derecho a elegir sobre lo que hacemos con nuestra vida , te recuerdo todo recae sobre la mujer , cuando un hombre puede hacer 3 hijos en un día a tres mujeres diferentes",sexist,ideological-inequality
EXIST2021,5422,twitter,es,"si la identidad se configura como asunción de "" normas y expectativas sociales asociadas al sexo "" lo que se está diciendo es que ser mujer es comportarse como mujer . a , sumisa ? a abnegada ? a altruista ? a obediente ? a discreta ? a por ley ?",sexist,stereotyping-dominance
EXIST2021,5423,twitter,es,"las personas de bien no abortan , aunque sea legal , son la escoria que la mayoría de las veces no sabe ni quien es el padre las que quieren , creo que le haríamos un favor a la humanidad si a esas las dejamos",sexist,stereotyping-dominance
EXIST2021,5424,twitter,es,"y si , antes que una gorda con barbijo amarillo me quedo con una flaquita que baile al menos . vos te debes mover sólo para agarrar pan dulce",sexist,objectification
EXIST2021,5425,twitter,es,a saludas la decisión del derecho de las mujeres embarazadas de decidir si asesinar o no su hijo en el vientre ?,sexist,stereotyping-dominance
EXIST2021,5426,twitter,es,en fin twitch es una plataforma de video juegos . no todas las mujeres tienen los mismos atributos de tener pechos grande . no me importa si una mujer utiliza escote en twitch o no pero que utilize eso para aumentar su infome y donaciones si lo veo mal . la culpa es de nosotros .,sexist,objectification
EXIST2021,5427,twitter,es,no digo que sea tu caso pero la mayoría de las mujeres de hoy en día se visten para las chicas por estar en competencia de moda y estilo y a veces se acompleja de cosas que solo se fijan las mujeres nosotros los hombres ni nos damos cuenta a veces ser más básica te hace hermosa,sexist,stereotyping-dominance
EXIST2021,5428,twitter,es,"siempre tuvo la frente muy alta , la lengua muy larga y la falda muy corta",sexist,objectification
EXIST2021,5429,twitter,es,si son muy putas sustituyan las uvas por ciruelas .,sexist,objectification
EXIST2021,5430,twitter,es,aque negra pata sucia madura hdphija de una hija de putamelefica a esta hip nunca le paraque feo es negra gorda fea inmoral chorra asesina,sexist,misogyny-non-sexual-violence
EXIST2021,5431,twitter,es,joder me quiero follar a lord mujer no ironicamente ayuda,sexist,sexual-violence
EXIST2021,5432,twitter,es,no me había dado cuenta la carrera de checa frigida que es marketing hasta ahora que ví emily in paris,sexist,stereotyping-dominance
EXIST2021,5433,twitter,es,con todo el llanto terminé haciendo como una niña chiquita q no puede hablar mientras llora ayud ya no me da risa,sexist,stereotyping-dominance
EXIST2021,5434,twitter,es,puta y zorra chinita,sexist,objectification
EXIST2021,5435,twitter,es,"puta que me pelota cuando vienen machitos que con santa raja saben escribir , a hacerme mansplaining . anda a lavarte el culo primero por favor",sexist,ideological-inequality
EXIST2021,5436,twitter,es,es muy de mujeres azotar los sartenes cuando estas encabronada,sexist,stereotyping-dominance
EXIST2021,5437,twitter,es,"# diego es , exceso , desborde , contradicciones , deseos incorrectos a está vedado de la vida al # feminismo ? "" me quedo con todo siempre que no haga daño . creo que ése es el límite que criticamos cuando vimos dolor en las compañeras e hijos de su vida .",sexist,ideological-inequality
EXIST2021,5438,twitter,es,a vos te hace falta chupar una se te nota en la cara de frigida,sexist,sexual-violence
EXIST2021,5439,twitter,es,"larga vida al maestro de brooklyn , y por mi las del # metro se pueden ir muy largo . . .",sexist,ideological-inequality
EXIST2021,5440,twitter,es,ponte a trabajar que tengo que ser mujer florero,sexist,stereotyping-dominance
EXIST2021,5441,twitter,es,""" no puedes salir así , pareces una puta "" "" nadie te querrá como yo "" "" no salgas sin consultarme , me voy a preocupar "" , y otras q no me acuerdo",sexist,stereotyping-dominance
EXIST2021,5442,twitter,es,la chica con el tatuaje de atrapasueños entre las tetas,sexist,objectification
EXIST2021,5443,twitter,es,banco mucho el feminismo homogéneo pero no el feminismo facho de male picho .,sexist,ideological-inequality
EXIST2021,5444,twitter,es,"soy la marengo , haciendome la mojigata , pero muy en el fondo soy una forra",sexist,misogyny-non-sexual-violence
EXIST2021,5445,twitter,es,"no hay ninguna doble moral , y sigo viendo que las mujeres no entienden la diferencia el querer follar y la pareja , no es lo mismo , lo he dicho antes y una mujer se rió . pero viendo tus palabras no lo entiendes , nadie quiere una santa virgen , todos saben q sus novias ya han follar",sexist,stereotyping-dominance
EXIST2021,5446,twitter,es,"se da la casualidad de que es un buen tío y no la va a pegar , humillar ni violar a macarena . los hombres no hacemos eso por ser hombres . lo hacen los que están mal de la chaveta . al igual que hay mujeres criminales .",sexist,sexual-violence
EXIST2021,5447,twitter,es,no solo unas lindas tetas,sexist,objectification
EXIST2021,5448,twitter,es,* marimacho deja de lanzarme *,sexist,misogyny-non-sexual-violence
EXIST2021,5449,twitter,es,pero antes podíamos sodomizar en plan orgia de secta a aún así le devolveríamos la cuarta parte de lo que él nos ha dado por el culo,sexist,sexual-violence
EXIST2021,5450,twitter,es,"pero entonces , él humorismo no existe o que es ? y ya puede que hablando desde la ignorancia pero es mi sentimiento , no es un poco condescendiente y ( machista ) , esto de que las mujeres son seres de luz y los errores que pueden cometer en su lucha es culpa de hombres ?",sexist,ideological-inequality
EXIST2021,5451,twitter,es,pues mejor hay que ver ña pancita de las mujeres en caso de los hombres por que hay unas con condilomas y no avisan o ni siquiera saben que son enfermedades de trasmision sexual y si te gusta la pancita . es como todo . cuestion de gustos,sexist,objectification
EXIST2021,5452,twitter,es,por las gafas de nenaza jaja,sexist,stereotyping-dominance
EXIST2021,5453,twitter,es,"siempre tuvo la frente muy alta , la lengua muy larga y la falda muy corta",sexist,objectification
EXIST2021,5454,twitter,es,el empoderamiento femenino que siento viendo gambito de dama ufff me dan ganas hasta de llorar .,sexist,ideological-inequality
EXIST2021,5455,twitter,es,"a la eliperfecta no la he visto ni cocinar , ni fregar , ni nada no vaya a ser que se rompa una uña # resuello",sexist,stereotyping-dominance
EXIST2021,5456,twitter,es,ok si ustedes son de las personas q consideran hombres a las mujeres trans y creen q está bien invalidar cualquier cosa q no se mantenga a lo tradicional ( no soy específica para q no me den un todos ) me bloquean grasias,sexist,ideological-inequality
EXIST2021,5457,twitter,es,"me muero por leer la nota del diario de la mañana , con la cobertura de fotos que saca el fotógrafo qué después dice que las feministas les agreden en el pañuelo . dijo , nunca nadie .",sexist,ideological-inequality
EXIST2021,5458,twitter,es,las unicas que hacen eso son las feministas liberales jajajaja hasta le desean la muerte a chicas de otras ramas del feminismo,sexist,ideological-inequality
EXIST2021,5459,twitter,es,"pero como puede ser si hace medio mes salieron 83 estudios de la universidad de manspreading , kentucky diciendo que no afectaba nada",sexist,stereotyping-dominance
EXIST2021,5460,twitter,es,"a ver , que un día allá por mis veinte me vi envuelta en una de esas , duré cinco minutos . qué incomodidad ! así que aquí otra mojigata",sexist,objectification
EXIST2021,5461,twitter,es,"sí , todo ello lamentable y deberían contar con terapia y otras ayudas profesionales como parte de cualquier seguro , público al menos . el tema es la constante invisibilización de las mujeres y la cultura misógina que acarrean y no parece que les interese cuestionarse .",sexist,misogyny-non-sexual-violence
EXIST2021,5462,twitter,es,"esto , que esos dos estén suspendidos , es un ejemplo de la lucha del movimiento feminista , hace sólo 5 años esos dos agentes no hubieran sido ni denunciados . # yositecreo",sexist,ideological-inequality
EXIST2021,5463,twitter,es,"claro que pueden , se pueden dedicar a la prostitución , nadie está diciendo que no lo hagan . digo que es incoherente quejarte de la codificación , del tratar a mujeres u hombres como mercancía , pero que eso hacen . repito , nunca dije que no lo hicieran , nada más no quieran disfrazar",sexist,objectification
EXIST2021,5464,twitter,es,la izquierda en contra de investigar los abusos a menores tuteladasen baleares ( pose + podemos + més ) y en valencia ( pose + podemos + compromiso ) tal y como pidió el partido constitucionalista vox a estos defienden a las mujeres y a las niñas ? a este es su feminismo ?,sexist,ideological-inequality
EXIST2021,5465,twitter,es,"pc captura a feminicida acusado de asesinar a dos mujeres el pasado 16 de noviembre , las víctimas fueron asesinadas sobre el km 14 de la carretera de oro del municipio de ciudad delgado , en san salvador .",sexist,misogyny-non-sexual-violence
EXIST2021,5466,twitter,es,"gran mujer , rebelde y revolucionaria de tiempo completo , deja una huella imborrable en sus hijos , familiares y demás quienes la conocimos !",sexist,stereotyping-dominance
EXIST2021,5467,twitter,es,"otra cosa es querer fusilar a millones d hijos d puta niños y mujeres , x según ellos las mujeres eran putas y sifilítica . esta gente no puede estar en la calle queriendo hacer no ruido , sino fusilamiento , una legalización d los periódicos q apoyan a los fachanazis culpables",sexist,misogyny-non-sexual-violence
EXIST2021,5468,twitter,es,"es que es más fuerte que yo . retomé the spanish p y ya tengo algo para criticar . la serie es feminista , claramente . pero también vende que mostrar el cuerpo desnudo de la mujer es empoderamiento , y me vuela la mente . siempre en bolas sale la actriz",sexist,ideological-inequality
EXIST2021,5469,twitter,es,"los supuestos valores : no aspirar a desarrollo profesional y dedicarse a ser esposa y madre , la housewives perfecta . no digo que esté mal , lo malo es creer que todo lo que una mujer latina quiere y necesita es un hombre que le traiga el y a cambio ella es bonita y complaciente",sexist,stereotyping-dominance
EXIST2021,5470,twitter,es,"y entre amigos ? no es algo que preocupe en demasía , no ? que se ocupen de eso las señoritas que para eso nacen con una escoba bajo el brazo",sexist,stereotyping-dominance
EXIST2021,5471,twitter,es,aura tiene muy pocas luces y ni siquiera ha sido capaz de afirmar que besé es el amor de su vida porque lo que en realidad es para ella es su seguro de vida . vive de él . lagartona . # lacasafuerte14,sexist,stereotyping-dominance
EXIST2021,5472,twitter,es,bueno zorra estúpida no empieces,sexist,misogyny-non-sexual-violence
EXIST2021,5473,twitter,es,por qué todas las personas pensarán que soy dulce y tierna ( ? ) wey soy una maldita perra,sexist,stereotyping-dominance
EXIST2021,5474,twitter,es,y ni siquiera se que tiene que ver el mansplaining jajaja,sexist,ideological-inequality
EXIST2021,5475,twitter,es,odio a las mujeres . bye .,sexist,misogyny-non-sexual-violence
EXIST2021,5476,twitter,es,"señoritas no intenten entender el fútbol , solo dedíquense a servir botana y cervezas y tener las chives bien frías en el refri , no se desgasten .",sexist,stereotyping-dominance
EXIST2021,5477,twitter,es,"ya han pasado dos años desde el movimiento feminista en las universidades . la participación , denuncias , visibilización y apoyo a víctimas tuvo consecuencias para muchas : despidos , juicios , hostigamiento , aislamiento . a cuánto hemos avanzado ? # metro",sexist,ideological-inequality
EXIST2021,5478,twitter,es,- sissi callate ya niñata -,sexist,stereotyping-dominance
EXIST2021,5479,twitter,es,"las mismas que ven todos los días esta información en redes , insisto no es la . unica y no la estoy disculpando . no se que tiene que ver el feminismo en esto pero para pronto . los que se niegan sí médicos a practicar un aborto en donde sí es legal hacen el mismo daño .",sexist,ideological-inequality
EXIST2021,5480,twitter,es,feminista feminismo machismofeminazi pajero virgo,sexist,ideological-inequality
EXIST2021,5481,twitter,es,"hay un tipo de hombres que cuando debaten con una mujer , no debaten . se dedican a llamarla "" niñata "" , a decirle que estudie ( cuando ella igual tiene ya sus estudios ) , a hablarle con un tono de superioridad moral rancio . . . etc . si esa mujer es de otra religión o país , ya ni os ( + )",sexist,stereotyping-dominance
EXIST2021,5482,twitter,es,"no todas las mujeres entran , perito hay que ser mujer para hacerlo . las mujeres somos las hembras humanas , y no las mujeres no tenemos pene .",sexist,ideological-inequality
